2022-02-22	1.58
2022-02-23	1.59
2022-02-24	1.7
2022-02-25	1.76
2022-02-26	1.76
2022-02-27	1.76
2022-02-28	1.9
2022-03-01	1.93
2022-03-02	2
2022-03-03	1.92
2022-03-04	1.84
2022-03-05	1.84
2022-03-06	1.84
2022-03-07	1.95
2022-03-08	2.04
2022-03-09	2.21
2022-03-10	2.23
2022-03-11	2.09
2022-03-12	2.09
2022-03-13	2.09
2022-03-14	1.88
2022-03-15	1.89
2022-03-16	1.87
2022-03-17	2.06
